dataset,target,config,k,seed,f1
ModelSet,Abstract,GNN(FTLM(NL)),3,8,0.8354775980026566
ModelSet,Abstract,GNN(FTLM(NL)),3,9,0.8156241049505275
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,0,0.88937744718432
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,1,0.9147863353556669
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,2,0.9001851140873434
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,3,0.8970411869263406
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,4,0.9075606256119356
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,5,0.9215274112543016
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,6,0.9099657327757974
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,7,0.8983941525477058
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,8,0.9005468817598482
ModelSet,Abstract,GNN(FTLM(NL+NA)),0,9,0.9031707979109822
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,0,0.9038730150348988
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,1,0.8994128052728256
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,2,0.9105244908348938
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,3,0.9005278877053688
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,4,0.9093853758096494
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,5,0.9109612303999209
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,6,0.9334103732188294
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,7,0.9014895000534343
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,8,0.9087821106802907
ModelSet,Abstract,GNN(FTLM(NL+NA)),1,9,0.9083569711041547
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,0,0.9133731053337534
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,1,0.9194672433158363
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,2,0.9040951649837334
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,3,0.9007864796989498
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,4,0.8925928938406835
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,5,0.8997379550319715
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,6,0.9143644083457659
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,7,0.9094564704182321
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,8,0.8988456600509385
ModelSet,Abstract,GNN(FTLM(NL+NA)),2,9,0.9052723252351514
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,0,0.8893147294779027
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,1,0.8940367893160893
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,2,0.8830660564716147
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,3,0.8864955994234213
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,4,0.8708156526665979
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,5,0.8774861419776205
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,6,0.9051771565817884
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,7,0.8671185932730515
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,8,0.8856219744736598
ModelSet,Abstract,GNN(FTLM(NL+NA)),3,9,0.8911919822934425
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,0,0.9152565075467297
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,1,0.9109184247663461
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,2,0.9183892146761267
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,3,0.9189503459849773
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,4,0.918178825950681
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,5,0.9002228787884788
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,6,0.917525963720446
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,7,0.9104488730970844
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,8,0.9135226412518647
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),1,9,0.9212697476334146
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,0,0.9164072875048057
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,1,0.9189677733424187
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,2,0.9050358694302112
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,3,0.9192400277672012
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,4,0.92173727532624
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,5,0.9213663792454606
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,6,0.9238976793881144
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,7,0.9085431749408109
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,8,0.9082586808492674
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),2,9,0.9182505077939436
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,0,0.8903347568487197
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,1,0.9060942904726834
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,2,0.8986944100783009
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,3,0.900312109491386
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,4,0.8865848555210143
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,5,0.8950945569419679
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,6,0.9037950607054289
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,7,0.9128845317409361
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,8,0.9139002658940806
ModelSet,Abstract,GNN(FTLM(NL+NA+NT)),3,9,0.903196735250041
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,0,0.9031071164277104
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,1,0.8966932081298367
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,2,0.9090235649697614
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,3,0.9025242199949246
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,4,0.9110588453914901
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,5,0.9225168680412597
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,6,0.9046762504273819
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,7,0.8900264552582593
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,8,0.8963914955697115
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,9,0.8904185255866338
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,0,0.8910289031058503
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,1,0.9160527072348547
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,2,0.9052665957345849
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,3,0.8877982556842424
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,4,0.9095363216603013
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,5,0.9156037487407889
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,6,0.8994012544256414
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,7,0.8962400916086312
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,8,0.8996262228751505
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,9,0.9058460651025417
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,0,0.9113997015025638
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,1,0.9168221683804023
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,2,0.9171247820591317
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,3,0.9168540384822698
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,4,0.9186192143178008
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,5,0.9116138778980035
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,6,0.8896909339566802
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,7,0.9036903577048638
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,8,0.9081392051262339
ModelSet,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,9,0.901168737349923
